Job Title,Job Description,Company,Location,Experience,Education,Salary,skills,Category
Frontend Developer,"We are looking for a Frontend Developer to join our team. The ideal candidate will have experience in REST APIs and NoSQL. This role requires 8+ years of experience and Bachelor's Degree or equivalent experience. The position is based in Austin, TX.","Reid, Garza and Hanson",Remote,8+ years,Bachelor's Degree,"$180,000+","Microservices, Node.js, Kubernetes, JavaScript, SQL",Software Development
Interaction Designer,We are looking for a Interaction Designer to join our team. The ideal candidate will have experience in User Research and Visual Design. This role requires 8+ years of experience and PhD. The position is based in Hybrid.,"Gonzales, Foley and Khan",Hybrid,8+ years,Bachelor's Degree or equivalent experience,"$180,000+","Figma, User Research, Visual Design",Design
Full Stack Developer,"We are looking for a Full Stack Developer to join our team. The ideal candidate will have experience in NoSQL and Python. This role requires 8+ years of experience and Master's Degree. The position is based in Boston, MA.","Thompson, Edwards and Duran",Remote,2-5 years,Master's Degree or equivalent experience,"$90,000 - $130,000","NoSQL, JavaScript, Java, React, Microservices, Node.js",Software Development
Software Engineer,We are looking for a Software Engineer to join our team. The ideal candidate will have experience in Kubernetes and SQL. This role requires 2-5 years of experience and PhD. The position is based in Hybrid.,Hester Inc,"Chicago, IL",5-8 years,Bachelor's Degree or equivalent experience,"$130,000 - $180,000","AWS, Kubernetes, React",Software Development
Data Engineer,"We are looking for a Data Engineer to join our team. The ideal candidate will have experience in TensorFlow and Machine Learning. This role requires 8+ years of experience and PhD. The position is based in Chicago, IL.","Fowler, Davis and Thomas","San Francisco, CA",5-8 years,Bachelor's Degree,"$130,000 - $180,000","TensorFlow, Deep Learning, R, Spark, Data Visualization, Python",Data Science
Product Marketing Manager,"We are looking for a Product Marketing Manager to join our team. The ideal candidate will have experience in Product Strategy and Stakeholder Management. This role requires 0-2 years of experience and Bachelor's Degree or equivalent experience. The position is based in Boston, MA.",Sanchez-Hoover,"Boston, MA",2-5 years,Master's Degree or equivalent experience,"$90,000 - $130,000","Product Metrics, Agile, Scrum, Product Strategy, Stakeholder Management, User Stories",Product Management
Digital Marketing Manager,"We are looking for a Digital Marketing Manager to join our team. The ideal candidate will have experience in Data Analysis and SEO. This role requires 8+ years of experience and Master's Degree. The position is based in New York, NY.",Peterson-Stout,"Boston, MA",8+ years,Bachelor's Degree,"$180,000+","Campaign Management, Digital Marketing, Marketing Automation, Content Marketing, Google Analytics",Marketing
Business Intelligence Analyst,We are looking for a Business Intelligence Analyst to join our team. The ideal candidate will have experience in Big Data and TensorFlow. This role requires 5-8 years of experience and Master's Degree or equivalent experience. The position is based in Remote.,"Campbell, Turner and Dominguez","Chicago, IL",5-8 years,Bachelor's Degree or equivalent experience,"$130,000 - $180,000","TensorFlow, Deep Learning, Hadoop",Data Science
Frontend Developer,"We are looking for a Frontend Developer to join our team. The ideal candidate will have experience in CI/CD and NoSQL. This role requires 0-2 years of experience and Master's Degree. The position is based in Boston, MA.",Thomas-Washington,Remote,2-5 years,PhD,"$90,000 - $130,000","Microservices, Node.js, React, Docker",Software Development
AI Research Scientist,"We are looking for a AI Research Scientist to join our team. The ideal candidate will have experience in Statistics and Data Visualization. This role requires 0-2 years of experience and Bachelor's Degree or equivalent experience. The position is based in Austin, TX.",Fowler-Parker,"New York, NY",8+ years,Master's Degree or equivalent experience,"$180,000+","PyTorch, Deep Learning, Machine Learning, Data Visualization, Data Analysis",Data Science
Senior Product Manager,"We are looking for a Senior Product Manager to join our team. The ideal candidate will have experience in Product Metrics and A/B Testing. This role requires 0-2 years of experience and Bachelor's Degree or equivalent experience. The position is based in New York, NY.",Webster LLC,"Chicago, IL",2-5 years,Master's Degree or equivalent experience,"$90,000 - $130,000","Data Analysis, Product Strategy, A/B Testing, Agile, User Stories, Scrum",Product Management
Product Marketing Manager,"We are looking for a Product Marketing Manager to join our team. The ideal candidate will have experience in Product Roadmap and Product Metrics. This role requires 8+ years of experience and Master's Degree. The position is based in New York, NY.",Love Inc,"San Francisco, CA",8+ years,Bachelor's Degree or equivalent experience,"$180,000+","Market Research, Product Metrics, A/B Testing",Product Management
AI Research Scientist,"We are looking for a AI Research Scientist to join our team. The ideal candidate will have experience in Big Data and Machine Learning. This role requires 5-8 years of experience and PhD. The position is based in Seattle, WA.","Andrews, Montgomery and Cruz","San Francisco, CA",5-8 years,Bachelor's Degree,"$130,000 - $180,000","Big Data, Deep Learning, Data Analysis, Hadoop",Data Science
Senior Data Scientist,"We are looking for a Senior Data Scientist to join our team. The ideal candidate will have experience in Spark and SQL. This role requires 0-2 years of experience and Master's Degree or equivalent experience. The position is based in Austin, TX.","Ryan, Reed and Kline","Austin, TX",0-2 years,Bachelor's Degree,"$60,000 - $90,000","Deep Learning, Data Visualization, Hadoop, Data Analysis, Machine Learning, R",Data Science
Data Engineer,"We are looking for a Data Engineer to join our team. The ideal candidate will have experience in Statistics and Statistics. This role requires 0-2 years of experience and Bachelor's Degree. The position is based in Boston, MA.",Caldwell LLC,"Boston, MA",5-8 years,Master's Degree,"$130,000 - $180,000","Deep Learning, Big Data, Spark, Hadoop",Data Science
Social Media Manager,"We are looking for a Social Media Manager to join our team. The ideal candidate will have experience in Google Analytics and Campaign Management. This role requires 5-8 years of experience and Master's Degree. The position is based in San Francisco, CA.","Lynch, Davis and Harrison","New York, NY",0-2 years,Master's Degree,"$60,000 - $90,000","Campaign Management, SEO, Social Media, Marketing Automation, Digital Marketing",Marketing
UX Designer,"We are looking for a UX Designer to join our team. The ideal candidate will have experience in Design Systems and UI/UX Design. This role requires 0-2 years of experience and Master's Degree or equivalent experience. The position is based in Seattle, WA.",Ortiz and Sons,"New York, NY",8+ years,Master's Degree,"$180,000+","Figma, User Research, UI/UX Design, Interaction Design",Design
Graphic Designer,"We are looking for a Graphic Designer to join our team. The ideal candidate will have experience in UI/UX Design and Design Systems. This role requires 5-8 years of experience and Master's Degree. The position is based in San Francisco, CA.",James Group,"New York, NY",2-5 years,Bachelor's Degree or equivalent experience,"$90,000 - $130,000","Sketch, User Research, Figma, UI/UX Design",Design
Content Marketing Specialist,"We are looking for a Content Marketing Specialist to join our team. The ideal candidate will have experience in Campaign Management and Social Media. This role requires 0-2 years of experience and PhD. The position is based in Seattle, WA.",Hansen PLC,"Chicago, IL",8+ years,Bachelor's Degree or equivalent experience,"$180,000+","Marketing Automation, Google Analytics, Email Marketing, A/B Testing",Marketing
UX Designer,"We are looking for a UX Designer to join our team. The ideal candidate will have experience in Design Systems and Prototyping. This role requires 0-2 years of experience and PhD. The position is based in Seattle, WA.",Brown Ltd,"New York, NY",8+ years,Bachelor's Degree,"$180,000+","UI/UX Design, Figma, Design Systems, Adobe XD",Design
Product Manager,"We are looking for a Product Manager to join our team. The ideal candidate will have experience in Scrum and Product Strategy. This role requires 2-5 years of experience and Bachelor's Degree or equivalent experience. The position is based in New York, NY.",Tucker-Tran,"Boston, MA",2-5 years,Master's Degree,"$90,000 - $130,000","Agile, Product Strategy, Stakeholder Management",Product Management
Backend Developer,"We are looking for a Backend Developer to join our team. The ideal candidate will have experience in AWS and Java. This role requires 0-2 years of experience and Master's Degree. The position is based in Boston, MA.",Reid-Garrett,"Seattle, WA",8+ years,Master's Degree or equivalent experience,"$180,000+","Python, JavaScript, Java, CI/CD, NoSQL",Software Development
Content Marketing Specialist,"We are looking for a Content Marketing Specialist to join our team. The ideal candidate will have experience in Digital Marketing and Marketing Automation. This role requires 8+ years of experience and Bachelor's Degree or equivalent experience. The position is based in New York, NY.",Spencer LLC,"San Francisco, CA",8+ years,Bachelor's Degree or equivalent experience,"$180,000+","Social Media, Email Marketing, Marketing Automation, Google Analytics, Content Marketing, SEO",Marketing
